Entity,Code,Year,Dementia,Cardiovascular diseases,Kidney disease,Respiratory disease,Liver disease,"Diabetes, blood and endocrine disease",Digestive disease,Hepatitis,Cancers,Parkinson's disease,Fire,Malaria,Drowning,Homicide,HIV/AIDS,Drug disorder,Tuberculosis,Road incidents,Maternal deaths,Neonatal deaths,Alcohol disorder,Natural disasters,Diarrheal diseases,Heat-related deaths (hot or cold exposure),Nutritional deficiencies,Suicide,Execution,Meningitis (deaths),Lower respiratory infections (deaths),Intestinal infectious diseases (deaths),Protein-energy malnutrition (deaths),Conflict (deaths),Terrorism (deaths)
Tonga,TON,1993,17,157,26,43,11,97,28,7,103,1,4,0,8,9,1,0,2,13,6,36,0,0,6,1,7,6,,8.480470869443101,33.87107444380005,2.30769123811,3.6416668511160344,,
Tonga,TON,1994,17,160,27,43,11,99,28,7,106,1,4,0,8,9,1,0,2,13,6,36,0,0,6,1,7,6,,8.454156922903675,34.11049612925533,2.24446123674,3.6298621538090785,,
Tonga,TON,1995,18,164,28,44,12,100,29,7,108,1,4,0,8,8,1,0,2,13,6,35,0,0,6,1,7,6,,8.381773676003299,34.25034648428836,2.15749149324,3.6204494003082996,,
Tonga,TON,1996,18,165,28,44,12,102,29,7,109,1,4,0,8,7,1,0,2,13,6,35,0,0,6,1,7,6,,8.377876304285163,34.577618495845066,2.10544868823,3.626445705531818,,
Tonga,TON,1997,18,165,29,44,12,104,29,7,110,1,4,0,8,6,2,1,2,13,5,34,0,0,5,1,7,6,,8.309283066627113,34.821576003923944,2.03620886019,3.608137959336151,,
Tonga,TON,1998,19,164,29,44,12,105,28,7,110,1,4,0,8,5,2,1,2,13,5,33,0,0,5,1,6,6,,8.21795036166633,35.0115940313681,1.91738741724,3.5617135134204703,,
Tonga,TON,1999,20,170,32,45,12,111,29,7,113,1,4,0,8,4,2,1,2,14,5,33,0,0,5,1,7,7,,8.573703085592681,36.17213334172279,1.98317236687,3.7217841040279427,,
Tonga,TON,2000,20,171,33,45,12,115,29,7,115,1,4,0,8,4,2,1,2,14,5,32,0,0,5,1,7,7,,8.554643819231623,36.251176127143374,1.93866540092,3.7051479077868024,,
Tonga,TON,2001,21,172,34,45,12,118,29,7,116,1,4,0,8,3,2,1,2,14,5,32,0,0,5,1,7,7,,8.535782885361199,36.33423499426781,1.88782757945,3.678217235397168,,
Tonga,TON,2002,21,173,35,45,12,121,29,7,117,1,4,0,8,3,2,1,2,14,5,33,0,0,5,1,7,7,,8.551191599101932,36.615424016618746,1.83283890314,3.691531393122935,,
Tonga,TON,2003,22,174,36,45,12,125,29,7,118,1,4,0,8,3,2,1,2,14,5,33,0,0,4,1,7,7,,8.52583377772969,36.75182189428413,1.76636910584,3.705628282443437,,
Tonga,TON,2004,23,175,36,46,13,128,29,7,119,1,4,0,9,3,2,1,2,14,5,32,0,0,4,1,7,7,,8.394999820981933,36.63655290600645,1.72985125006,3.638530010479129,,
Tonga,TON,2005,23,174,37,45,13,131,29,7,120,1,4,0,8,3,2,1,2,14,5,32,0,0,4,1,7,7,,7.425696044184542,36.56648784149025,1.68430977569,3.6542077198456684,,
Tonga,TON,2006,24,173,37,45,12,132,29,7,120,1,4,0,8,3,2,1,2,14,5,31,0,0,4,1,7,7,,7.441628777764111,36.92448438606452,1.63449967003,3.6714971449862435,,
Tonga,TON,2007,24,174,37,45,13,134,29,7,121,1,4,0,8,3,2,1,2,14,5,31,0,0,4,1,7,7,,7.438510613648532,37.24842098272022,1.59438483092,3.6821056412999655,,
Tonga,TON,2008,25,174,37,45,13,136,29,7,121,1,4,0,8,3,2,1,2,14,5,31,0,0,4,1,7,7,,7.305650659866608,37.23991187585309,1.53731363613,3.667857077666269,,
Tonga,TON,2009,26,175,38,45,13,139,29,7,122,1,4,0,8,3,2,1,2,14,5,30,0,0,4,1,7,7,,7.210365671189467,37.287536506194556,1.50083088832,3.663587174040984,,
Tonga,TON,2010,27,178,38,45,13,143,29,7,123,2,4,0,8,3,3,1,2,14,5,29,1,0,4,1,7,7,,7.273128321106786,37.715487464724646,1.49438544334,3.718223387922198,,
Tonga,TON,2011,28,179,39,45,13,145,29,7,125,2,4,0,8,3,3,1,1,14,4,28,1,0,4,1,7,7,,7.1320770328036325,37.58699234830211,1.47011827329,3.712692973591899,,
Tonga,TON,2012,29,181,40,45,13,147,30,7,126,2,4,0,8,3,3,1,2,14,4,27,1,0,4,1,7,7,,7.002350664225359,37.501082229977754,1.43394548908,3.699792656125869,,
Tonga,TON,2013,29,182,40,45,13,148,30,7,128,2,4,0,8,3,3,1,1,14,4,25,1,0,4,1,7,7,,6.886469115076802,37.482738492835466,1.402109778,3.7015882309918164,,
Tonga,TON,2014,30,183,41,45,14,150,30,7,129,2,4,0,8,3,3,1,1,14,4,24,1,0,4,1,7,7,,6.754229581834125,37.430580150015025,1.37291389408,3.697891807478077,,
Tonga,TON,2015,30,185,41,45,14,152,30,7,130,2,4,0,8,3,3,1,1,14,4,23,1,0,4,1,7,7,,6.616132578532306,37.31246597746449,1.34356574779,3.694253614592248,,
Tonga,TON,2016,31,186,42,46,14,154,30,7,132,2,4,0,8,3,3,1,1,14,4,22,1,0,4,1,7,7,,6.453480792451793,37.15686821769222,1.31103844759,3.6637687841360838,,
Tonga,TON,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.307496110902168,37.10064746783656,,3.6679955835075235,,
Trinidad and Tobago,TTO,1990,178,3339,202,227,137,1335,191,10,1167,15,31,0,83,135,98,4,28,191,18,402,18,0,53,4,57,155,,33.987624496825056,333.02732226096845,0.0163445841103,39.54118522243515,,
Trinidad and Tobago,TTO,1991,183,3409,204,226,133,1376,196,10,1191,16,31,0,85,139,119,4,29,189,17,381,19,0,50,4,57,158,,35.065291704452875,331.70109441303146,0.0160244025583,39.50378035455802,0,0
Trinidad and Tobago,TTO,1992,188,3490,211,227,132,1425,202,9,1223,16,29,0,83,141,174,3,28,185,17,365,17,0,49,3,57,162,,37.506916089119926,337.0616650947411,0.0158836864408,39.911205733661404,0,0
Trinidad and Tobago,TTO,1993,193,3527,216,227,131,1454,203,9,1237,17,27,0,81,143,179,3,29,185,18,355,17,0,46,3,55,166,,38.55196666948798,348.5601092474929,0.015820836109,40.02592960692132,,
Trinidad and Tobago,TTO,1994,198,3601,220,229,130,1502,207,8,1266,17,26,0,78,146,221,3,28,178,17,354,15,0,44,3,53,167,,39.07003636240017,357.95964917682414,0.0160822351897,39.59533059738468,0,2
Trinidad and Tobago,TTO,1995,203,3615,225,225,126,1534,206,7,1288,17,25,0,74,148,230,3,31,179,17,361,14,0,43,3,51,175,,38.615823401296595,349.6565670576302,0.0162022889332,37.78371716308945,0,4
Trinidad and Tobago,TTO,1996,209,3672,224,227,127,1571,207,7,1310,18,23,0,71,146,299,3,33,185,14,360,13,0,39,3,49,172,,38.16338061861445,346.9926254743633,0.0159250326886,37.247573925532514,0,0
Trinidad and Tobago,TTO,1997,215,3713,229,216,129,1600,208,6,1332,18,22,0,67,146,317,3,34,184,15,356,12,0,35,3,47,175,,35.19608880707654,329.1909369092238,0.0158156735127,34.83907387860159,,
Trinidad and Tobago,TTO,1998,222,3717,246,218,134,1640,209,5,1332,19,23,0,67,153,341,4,33,194,13,346,12,0,33,3,41,177,,35.248421348086225,333.37526000105527,0.0156937273569,32.86791264867516,,
Trinidad and Tobago,TTO,1999,229,3759,282,230,138,1718,219,5,1353,20,25,0,62,159,492,5,29,206,12,343,12,0,34,2,38,172,,30.86760464646773,318.5531914713171,0.0157711482666,31.212242267463715,,
Trinidad and Tobago,TTO,2000,235,3705,301,224,138,1764,224,4,1365,20,28,0,62,167,536,6,26,210,13,331,11,0,33,2,36,175,,27.238660144717887,286.8253625389432,0.01586791602,29.518464595460756,,
Trinidad and Tobago,TTO,2001,240,3661,311,221,145,1798,228,4,1376,21,29,0,62,182,525,6,23,220,11,316,11,3,33,2,34,175,,24.60937192414638,280.44371122949667,0.0160337100827,28.060550854980175,,
Trinidad and Tobago,TTO,2002,245,3630,311,222,149,1818,231,5,1398,21,28,0,59,198,494,8,23,228,10,306,14,0,33,3,34,175,,22.15459811641474,285.2044836659252,0.0163476146599,26.888104610606835,,
Trinidad and Tobago,TTO,2003,251,3568,316,221,148,1844,233,5,1409,22,28,0,59,223,414,9,22,238,10,296,15,2,31,3,33,172,,21.369363681935873,296.1081182428365,0.0168443305491,26.874514533815542,,
Trinidad and Tobago,TTO,2004,257,3450,313,216,152,1825,238,5,1418,22,27,0,60,249,321,10,23,243,12,287,18,4,29,3,32,175,,19.426209586739052,294.0222283451272,0.0171713534142,25.877721054817982,,
Trinidad and Tobago,TTO,2005,263,3408,312,213,154,1848,245,4,1442,23,26,0,59,279,311,10,23,249,10,276,19,2,27,3,30,173,,18.102146175104618,289.64516759972196,0.0176819655191,23.877150618270765,0,0
Trinidad and Tobago,TTO,2006,268,3373,320,211,155,1848,244,4,1458,24,27,0,58,299,303,11,24,254,13,266,21,0,26,3,29,172,,15.402590787428931,279.90367656956187,0.0177076334487,22.290717077926722,,
Trinidad and Tobago,TTO,2007,274,3295,325,208,156,1850,242,4,1474,24,27,0,58,315,257,11,22,257,11,256,22,0,24,3,27,174,,15.923813200065721,278.80798735440874,0.0179220090838,20.809972819378768,,
Trinidad and Tobago,TTO,2008,281,3295,336,212,160,1870,245,4,1497,25,27,0,55,333,234,11,22,261,12,247,23,2,24,3,26,178,,15.873825211443677,286.959841410293,0.0178825882879,20.610578059249228,,
Trinidad and Tobago,TTO,2009,288,3319,352,213,161,1909,239,4,1536,26,26,0,53,338,229,12,21,257,11,239,25,0,25,3,27,177,,16.693749385545416,282.68007758084576,0.0180797680497,20.106042047491645,,
Trinidad and Tobago,TTO,2010,295,3385,385,223,163,1973,238,4,1592,27,26,0,53,339,225,12,22,254,12,227,25,5,25,3,28,176,,15.22193493321048,269.5940450019552,0.0180962438691,19.848217165220117,0,0
Trinidad and Tobago,TTO,2011,302,3469,379,226,168,2021,245,4,1615,28,26,0,53,327,232,12,22,252,11,214,25,0,25,3,28,177,,15.023005262561107,257.942854495307,0.0181277152717,17.23483749218027,,
Trinidad and Tobago,TTO,2012,310,3539,382,229,172,2068,250,4,1644,28,26,0,53,314,229,12,21,248,10,201,25,0,25,3,29,177,,15.101042511483298,266.2891944341703,0.0182911509481,18.44449370264824,,
Trinidad and Tobago,TTO,2013,316,3599,386,232,175,2111,253,4,1671,29,26,0,52,304,223,12,21,244,9,190,25,0,24,3,29,176,,15.470961025140314,280.2660687829196,0.0182965013922,19.798971179004422,0,0
Trinidad and Tobago,TTO,2014,322,3668,392,235,179,2160,257,4,1701,30,26,0,52,295,217,12,21,241,9,181,26,0,24,3,29,176,,15.579698278622152,287.3570192606324,0.0183113204183,20.55884793489514,,
Trinidad and Tobago,TTO,2015,328,3736,399,239,182,2210,262,4,1732,30,26,0,52,287,213,12,21,239,9,173,26,0,24,3,30,176,,15.646446773251482,293.84917916436603,0.0184407424727,21.19268505320519,0,0
Trinidad and Tobago,TTO,2016,340,3835,408,245,185,2270,267,4,1771,32,26,0,51,279,205,13,21,237,9,167,26,0,25,3,30,177,,15.91149679037326,305.68429816483103,0.0187239915367,22.327547861409037,,
Trinidad and Tobago,TTO,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.129241219818976,313.64177917655013,,23.055998175114418,,
Tropical Latin America,,1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,9814.651596134116,67144.0532855817,197.755585208,14707.834864151439,,
Tropical Latin America,,1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,9387.636384277293,64595.12141151974,188.564324782,13704.269461866244,,
Tropical Latin America,,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,9077.604277169497,63528.07221007207,176.729770158,13040.377504176427,,
Tropical Latin America,,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,9005.372473748013,63412.47610163946,156.209176018,12401.775084682231,,
Tropical Latin America,,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,8846.049661403556,62475.94835624829,140.272835397,11844.75429903049,,
Tropical Latin America,,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,8648.487964789183,61045.29360748621,118.69560399,11350.027150476797,,
Tropical Latin America,,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,8247.526961885524,59030.30425233605,103.134634418,11107.50472123277,,
Tropical Latin America,,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,7826.180093588071,57016.23034280189,87.6397696024,11055.079773930976,,
Tropical Latin America,,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,7342.283789525137,56123.739183996695,74.2312695232,11083.226337213162,,
Tropical Latin America,,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,5955.641656592441,55201.53520865183,64.6639934163,10995.81781589329,,
Tropical Latin America,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,5511.736230052995,54211.20055664528,57.0076233123,10684.573722350737,,
Tropical Latin America,,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,5169.860188755836,53954.394754823166,52.1017374598,10393.991811827324,,
Tropical Latin America,,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,4822.339194603416,54427.453015433064,49.0446909868,9980.50620633156,,
Tropical Latin America,,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,4530.603057123599,55399.186726772445,46.939771968,9640.978890621256,,
Tropical Latin America,,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,4400.115803786034,56268.66740167516,44.5429221233,9110.669625600814,,
Tropical Latin America,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,4143.463868471957,56387.91937976845,42.9352212903,8450.214659481453,,
Tropical Latin America,,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,3635.310973822456,57929.61177735678,41.1132746508,7920.797946264904,,
Tropical Latin America,,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,3580.935868429622,59614.1149756398,39.7231191504,7545.450747007887,,
Tropical Latin America,,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,3476.106698255293,61513.53100328055,38.3148140097,7214.397286121062,,
Tropical Latin America,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,3590.5586875345643,64649.648874836625,37.5060021834,7016.699324112594,,
Tropical Latin America,,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,3154.952955406846,67358.04804320053,36.9478692667,6871.683934727358,,
Tropical Latin America,,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,3257.402612288856,70029.25408149452,36.6945814007,6751.857937684356,,
Tropical Latin America,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,3028.956811812655,72220.87527460506,36.8171829042,6599.511942107077,,
Tropical Latin America,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,2778.4148915454625,75074.54033100962,36.7569637057,6546.857736873494,,
Tropical Latin America,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,2655.0172692551196,77448.83909697378,36.843326615,6432.803444867183,,
Tropical Latin America,,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,2551.669083547551,80521.72922808977,36.9309923531,6420.90051127993,,
Tropical Latin America,,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,2512.8275190037193,84193.78225487222,37.0582075183,6551.641584122313,,
Tropical Latin America,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,2497.5820198255697,85434.19475253725,,6814.082014476333,,
Tunisia,TUN,1990,1381,14059,1408,1544,628,2921,549,95,5485,74,270,0,336,82,5,36,647,2543,172,3891,15,37,311,34,68,242,,215.24238145038126,1881.309374018392,62.0139750151,62.17656560375046,,
Tunisia,TUN,1991,1451,14416,1450,1579,649,3001,550,90,5654,79,265,0,328,84,6,38,627,2551,165,3689,15,0,286,35,63,252,,205.97342613367292,1798.4804496265253,61.7292200082,56.67396548902459,0,4
Tunisia,TUN,1992,1531,15202,1532,1660,684,3160,561,87,5902,84,260,0,320,86,7,41,619,2574,158,3482,16,0,264,34,59,262,,195.6670379791495,1723.4581569847362,61.6209589773,51.21252319160781,,
Tunisia,TUN,1993,1620,16239,1637,1765,726,3367,577,85,6198,90,257,0,315,88,8,43,617,2606,152,3272,17,0,245,36,56,273,,183.70558621941666,1647.957101623996,61.5562011203,45.98636814142592,,
Tunisia,TUN,1994,1709,16681,1690,1807,751,3465,581,81,6417,96,253,0,309,89,10,46,596,2619,141,3065,17,0,228,36,52,283,,170.87075348378508,1571.500359244153,61.250471274,40.98466056940821,0,1
Tunisia,TUN,1995,1811,17170,1748,1855,778,3573,585,78,6661,103,248,0,302,91,11,49,574,2623,132,2868,18,0,214,36,49,292,,161.66555124590022,1509.8103802300639,60.6491944807,37.19270406825358,0,7
Tunisia,TUN,1996,1909,17090,1755,1836,789,3584,579,75,6792,110,242,0,296,92,13,51,541,2624,121,2667,18,0,202,34,44,300,,150.90133766224875,1437.7047662766674,60.1182600063,33.4336288959851,,
Tunisia,TUN,1997,2008,17040,1764,1817,799,3599,573,72,6939,118,235,0,289,93,15,53,511,2630,110,2476,19,0,193,34,41,309,,142.6714526844617,1409.5327507060615,59.309165952,30.467091368253996,,
Tunisia,TUN,1998,2132,17283,1805,1829,816,3675,575,70,7138,127,230,0,283,93,18,56,485,2637,100,2299,19,0,187,35,39,316,,135.15803155328314,1372.291342667452,58.3041125752,27.834807487949444,,
Tunisia,TUN,1999,2255,17579,1862,1844,833,3770,583,64,7350,136,224,0,274,97,20,59,459,2649,94,2154,20,0,180,34,37,328,,131.10238382765627,1355.8498044085227,57.44586553,26.113891786297096,,
Tunisia,TUN,2000,2372,17908,1918,1862,851,3875,593,60,7580,146,219,0,266,100,23,62,438,2662,89,2040,20,0,175,33,35,340,,126.7901229944297,1341.7444593477887,56.2523082054,24.327445838873697,0,5
Tunisia,TUN,2001,2472,18171,1960,1873,864,3959,602,57,7648,155,215,0,258,103,26,65,421,2671,84,1947,21,0,169,33,34,350,,123.02920269196414,1334.618976960606,55.0741217327,23.026134434144232,0,3
Tunisia,TUN,2002,2572,18464,2004,1887,879,4050,611,55,7722,164,211,0,252,104,27,68,406,2683,80,1870,21,0,165,32,33,359,,119.63405660584543,1330.4976522669874,53.8528911498,21.817836441407533,12,21
Tunisia,TUN,2003,2702,18873,2058,1915,897,4165,625,54,7818,175,209,0,245,105,29,71,395,2702,77,1811,22,0,162,29,32,368,,115.89276648298836,1314.6628644528762,52.5927178485,20.680253522030146,,
Tunisia,TUN,2004,2849,19351,2120,1951,917,4298,640,53,7922,188,207,0,241,106,32,74,384,2710,75,1755,22,0,162,31,32,377,,112.25973503945698,1314.7900309642532,51.3839811543,19.856282448957877,,
Tunisia,TUN,2005,3004,19857,2185,1989,938,4439,657,53,8128,202,205,0,236,107,34,77,377,2720,73,1713,23,0,163,31,32,385,,110.18417414511812,1328.5620130087364,50.158466989,19.442476245222885,,
Tunisia,TUN,2006,3150,20282,2238,2023,955,4562,670,53,8296,213,204,0,231,108,37,79,367,2735,72,1681,24,0,164,31,32,395,,111.0842629386728,1340.7676530891722,49.2542668353,19.17136444248033,,
Tunisia,TUN,2007,3301,20743,2295,2061,974,4696,685,53,8481,224,203,0,227,108,41,82,359,2740,71,1652,24,16,167,31,32,402,,110.499596314404,1358.3876269616674,48.426766167,18.951699669944993,11,14
Tunisia,TUN,2008,3457,21238,2356,2101,995,4842,700,53,8680,236,202,0,224,109,44,85,352,2753,69,1621,25,0,170,31,32,406,,110.00293338847611,1380.13072926879,47.6392786763,18.636908027742738,0,0
Tunisia,TUN,2009,3606,21729,2420,2140,1017,4995,714,55,8892,247,201,0,220,109,48,88,342,2758,68,1587,25,17,173,29,32,411,,109.93309798098979,1404.0993064594072,46.9430833559,18.926446595033802,,
Tunisia,TUN,2010,3745,22171,2479,2176,1039,5140,726,50,9111,258,200,0,217,110,51,91,332,2754,66,1544,26,0,177,30,32,417,,110.82067667941519,1435.6502218589908,46.344070792,19.169801100165714,,
Tunisia,TUN,2011,3863,22584,2534,2209,1059,5281,737,47,9310,268,198,0,214,110,54,93,324,2749,63,1478,26,0,179,29,32,421,,103.29345716569591,1464.2420397098151,45.1001442471,19.280176727240363,196,4
Tunisia,TUN,2012,3982,23079,2598,2249,1082,5441,748,45,9535,277,196,0,210,110,58,96,318,2740,60,1374,27,0,180,30,32,425,,99.81368696082846,1485.923236529526,43.8177339182,19.2402863852148,200,4
Tunisia,TUN,2013,4096,23544,2659,2285,1104,5597,758,43,9769,286,194,0,206,110,65,98,310,2733,57,1271,27,0,182,30,32,428,,98.69482993877958,1516.215100765239,42.6530465624,19.300660494420885,175,25
Tunisia,TUN,2014,4227,24208,2739,2342,1134,5794,772,44,10057,296,192,0,201,109,69,101,305,2722,53,1146,28,0,183,30,32,431,,97.89520937748905,1548.7323089344545,41.4485746647,19.438672048870167,157,43
Tunisia,TUN,2015,4371,24958,2828,2408,1168,6012,788,45,10383,307,190,0,196,109,73,104,302,2712,50,1030,29,0,184,30,33,434,,96.9890551094981,1581.534492930306,40.347480837,19.475487221794033,178,103
Tunisia,TUN,2016,4558,25808,2920,2485,1200,6239,808,46,10692,321,189,0,192,108,79,107,300,2708,47,941,29,0,187,30,33,436,,95.79683587805026,1614.0900081111556,39.2589069646,19.647103481197863,80,71
Tunisia,TUN,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.78667559072348,1650.1366746633848,,19.824491070850662,,5
Turkey,TUR,1990,16886,96408,7221,15458,4325,25044,5557,896,51716,824,718,18,2009,1750,4,207,4842,9412,1170,28572,258,69,9736,222,910,2080,,5072.467927691803,26815.49928593372,543.261843396,937.940636339763,0,512
Turkey,TUR,1991,17851,103525,7612,16569,4613,26332,5696,883,54038,868,718,18,2013,1844,6,221,4802,9841,1197,27307,273,0,9239,219,868,2231,,4755.870034249723,25013.864100682375,542.693561814,872.4822030357858,37,308
Turkey,TUR,1992,18624,105977,7683,16976,4712,26530,5688,858,55089,901,702,17,1975,1889,8,229,4637,9953,1142,26203,286,913,8760,220,824,2306,,4512.752397685245,23511.886832002827,535.742350452,815.216845725033,540,1233
Turkey,TUR,1993,19563,111000,7942,17646,4939,27416,5785,864,57222,941,700,16,1979,1974,11,242,4561,10331,1153,25330,307,135,8310,226,802,2424,,4311.604483287674,22285.467612271386,530.476122125,766.3238810457395,,
Turkey,TUR,1994,20636,114040,8056,18161,5090,27839,5865,870,58858,989,694,16,1997,2035,14,253,4412,10555,1114,25018,326,0,7921,220,792,2506,,4205.162734338022,21583.78223790275,524.411514921,738.5796705092384,3101,982
Turkey,TUR,1995,21957,118273,8276,18858,5293,28624,6018,876,60916,1051,691,15,1999,2072,18,265,4340,10634,1120,24822,343,231,7462,222,786,2566,,4129.49469039968,20947.083939802676,516.945907569,713.6292596446204,2930,189
Turkey,TUR,1996,22520,117312,8168,18703,5312,28454,5951,853,61453,1088,667,14,1971,2067,22,271,3943,10443,1042,24440,356,0,6957,213,759,2562,,3985.07135368161,19926.845114657954,498.741551376,662.1214500181854,3298,117
Turkey,TUR,1997,23159,117979,8165,18775,5408,28655,5925,841,62759,1132,650,13,1962,2093,27,279,3641,10405,983,23635,376,0,6463,213,725,2597,,3875.636644858632,19138.43949673892,484.900902157,622.378751970276,2208,60
Turkey,TUR,1998,23732,116784,8048,18578,5412,28422,5810,800,63237,1175,619,12,1850,2042,33,284,3349,9934,918,22472,387,237,5812,203,664,2549,,3648.5389243522463,17931.106209148682,461.766483718,567.9226517218399,1882,37
Turkey,TUR,1999,24345,122179,8614,19370,5502,29904,5741,744,66604,1222,625,12,1787,2140,40,304,3070,10437,873,21519,337,17955,4851,198,660,2713,,3271.0409935756993,16316.567835921678,448.121015168,522.7081288073973,1006,127
Turkey,TUR,2000,24398,112848,8099,18370,4999,27721,5293,634,64482,1248,576,10,1595,1991,49,297,2539,9498,661,20454,280,0,4090,173,607,2536,,2818.4148749955248,14503.376216843764,423.97320871,486.50653003396275,109,12
Turkey,TUR,2001,24228,107635,7911,17842,4763,26609,5043,584,64009,1261,548,9,1491,1946,59,297,2240,9134,568,19645,254,0,3582,156,567,2468,,2475.9526299343547,13155.31628246653,440.207342005,449.9389582020538,64,17
Turkey,TUR,2002,24170,104207,7746,17327,4628,25829,4868,557,63501,1277,517,9,1406,1885,70,300,1974,8677,519,18863,247,86,3272,148,522,2383,,2221.744538709537,11894.991520518315,458.245733005,404.4251950483154,0,0
Turkey,TUR,2003,24869,103752,8617,18037,4654,27406,4864,536,67017,1332,532,8,1275,1932,84,314,1794,8779,510,17904,194,177,2768,138,542,2505,,1616.6579946694733,10603.015073300232,482.363802471,377.7927857008869,12,67
Turkey,TUR,2004,24222,99365,8519,17852,4296,26227,4510,492,65532,1321,510,7,1122,1871,100,307,1514,8535,425,17036,163,0,2068,129,521,2456,,1215.3038942368248,9481.026083578028,495.754800619,346.16280557775735,160,25
Turkey,TUR,2005,24199,100030,8822,18379,4203,26456,4367,482,66080,1338,497,7,1002,1846,118,310,1337,8503,400,16001,148,0,1575,118,511,2452,,943.9703968576406,8757.40150880126,510.355936151,321.65889403935654,328,35
Turkey,TUR,2006,24334,98238,8927,18434,4057,26117,4184,467,65446,1363,476,6,899,1794,126,309,1165,8279,318,15050,139,0,1240,111,496,2428,,679.1142849927422,8288.553702683239,490.896619241,306.32461774282365,166,46
Turkey,TUR,2007,24323,92106,8586,17704,3767,24653,3902,433,62936,1380,441,6,788,1673,119,302,986,7675,248,14233,128,0,1007,105,470,2284,,580.2092083892896,7972.870908884463,467.706435458,295.2630119957514,430,25
Turkey,TUR,2008,23636,86597,8272,16994,3558,23435,3661,411,61026,1369,411,5,705,1576,130,297,856,7195,205,13617,122,0,846,96,445,2169,,517.1373807233757,7795.527670479151,447.167527388,292.3179280462939,389,42
Turkey,TUR,2009,25326,98736,9584,19503,3982,26751,3987,464,66433,1485,422,4,690,1631,141,319,888,7552,205,13269,131,0,772,93,480,2294,,487.07202612764655,8123.166621283054,436.548175289,304.97205190687373,107,18
Turkey,TUR,2010,26170,102027,10069,20208,4098,27920,4043,477,68158,1548,404,4,628,1556,140,326,845,7248,183,12941,133,0,702,91,481,2218,,463.39631980383257,8372.62186853462,418.278671715,312.1285317552757,185,13
Turkey,TUR,2011,27353,105614,10689,21180,4216,29197,4136,486,69801,1629,405,4,619,1550,141,343,811,7284,179,12579,135,643,676,94,515,2225,,428.11369061426814,8612.774891122963,393.71999883,332.0436148668614,757,25
Turkey,TUR,2012,28662,106903,11184,21414,4257,29831,4190,477,70569,1720,403,4,619,1539,146,362,767,7214,178,12175,137,0,663,91,540,2245,,411.9443888714528,9060.331679968467,370.750166625,358.54109244541485,381,247
Turkey,TUR,2013,30337,114396,12098,22563,4529,31824,4410,482,73665,1832,419,4,665,1617,154,391,766,7686,203,11590,147,0,662,96,605,2382,,404.0182799090353,9736.87385427919,353.322268927,396.70726207181247,1142,83
Turkey,TUR,2014,31940,116821,12445,22819,4615,32853,4482,484,74884,1935,424,3,686,1716,162,410,768,8103,200,10640,153,0,655,95,619,2529,,404.5430219533036,10473.583832780045,338.159742324,434.8813853796311,0,39
Turkey,TUR,2015,33674,120771,12942,23353,4733,34161,4593,486,76395,2047,430,3,705,1795,171,430,778,8464,194,9604,159,0,647,97,648,2669,,392.5184322641839,10832.17044016731,321.435327235,445.3150084115142,523,490
Turkey,TUR,2016,35355,125343,13474,24060,4868,35616,4727,490,78180,2160,432,3,704,1833,179,449,802,8611,187,8776,165,0,639,99,675,2749,,381.3724060857491,10949.101913851806,303.222035865,439.2392770323802,1242,1006
Turkey,TUR,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.5053406344144,11029.396964810416,,432.2999260223365,,222
